"Date - Intl. format or prompt","Text","Link(s) - Separated by comma for FB carousels","Media URL(s) - Separated by comma","Title - For the video, pin, PDF ..","Label(s) - Separated by comma","Alt text(s) - Separated by ||","Comment(s) - Separated by ||","Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..","CTA - For Facebook links or Google","Reminder - For stories, reels, shorts, and TikToks"
"2026-07-06 13:00","Ricevo una richiesta nuova circa ogni 10 giorni. La prima cosa che faccio non è rispondere — è leggere la mail con metodo. 5 cose, 2 minuti.

L'apertura: cura o furia. La prima frase non è galateo, è la prima informazione sul rapporto.
La ragione: ha scritto a me, non a chiunque? Una motivazione specifica predice un lavoro specifico.
Il contesto: 2 righe sull'azienda, 2 sul progetto. Se mancano, il cliente non se le è ancora fatte.
La proposta di follow-up: sa come parte un progetto, lo mette in moto da solo?
Il tono: mail asciutte raccontano lavoro asciutto. Il vocabolario è già un trailer.

Se trovo almeno 3 segnali su 5, rispondo in 30 minuti con una call proposta. Se ne trovo 0 o 1, rispondo in 3 righe — gentile, breve, redirizionante.

La prima mail è già un brief. Solo che il cliente non lo sa, e nemmeno tu, finché non ci fai caso.

Hai un progetto da raccontarmi? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-13-educational-cinque-cose-mail/out/slide-07.png","","","","","","","",""
"2026-07-06 19:30","Una mail bella non vuol dire una mail formale. Vuol dire una mail che dice 3 cose precise: chi sei, perché ora, cosa ti serve.

10 righe ben scritte raccontano più di un brief di 10 pagine compilato male. Perché chi le scrive ha già fatto l'esercizio difficile — quello di sintetizzare il proprio progetto in modo che un'altra persona possa decidere se rispondere.

Quando una mail così arriva, io sono già a metà del lavoro di discovery. So da chi parte la richiesta, in che fase del business si trova, cosa cerca esattamente. Mi resta da capire i dettagli, ma il quadro c'è.

La mail bella è il brief mascherato — solo che il cliente non lo sa di averlo scritto, e tu non lo sai di averlo già letto.

Hai un'idea? Scrivimi. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/1-lun-6-19-manifesto-mail-bella/out/manifesto.png","","","","","","","",""
"2026-07-07 13:00","Una mail di 200 parole ti dice cosa il cliente pensa di voler dire. Quaranta minuti di voce ti dicono cosa pensa davvero.

Nel parlato c'è tutto quello che la scrittura asciuga: il tono che usa quando spiega l'azienda, la pausa prima di dire il numero del budget, l'ordine in cui mette le priorità senza pensarci, le frasi che non finisce. Materiale denso, denso da non riuscire a contenerlo per iscritto.

Per questo, dopo la prima mail che passa i 5 segnali, propongo sempre una call prima di qualsiasi preventivo. Quaranta minuti. Niente vendita, niente pricing — solo ascolto.

Esistono progetti che si possono firmare solo per mail. Pochi. La maggior parte richiede di sentire la persona almeno una volta prima di decidere se andiamo avanti, e da che parte.

Hai un'idea? Parliamone — voce, non mail. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/2-mar-7-13-pillola-call-vale-piu/out/pillola.png","","","","","","","",""
"2026-07-07 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/2-mar-7-16-frame/out/frame.png","","","","","","","",""
"2026-07-07 19:30","Le richieste mi arrivano sempre più spesso così: un audio note WhatsApp di 3 minuti, un DM su Instagram con un link e un punto interrogativo, un messaggio staccato in cui mi chiedono ""facciamo una call?"" senza nient'altro.

Il formato non è più la mail strutturata. È la conversazione frammentata.

Capisco il perché. La mail richiede sforzo, ordine, una prima sintesi. Il messaggio audio o WhatsApp è zero sforzo — registri, mandi, è fatto. Per il cliente è più veloce.

Solo che per me toglie il primo filtro che uso da anni. I 5 segnali che leggo nella prima mail non esistono in un audio di 3 minuti dove il pensiero è ancora in costruzione. Non sto rifiutando il formato — sto chiedendo che esista ancora una forma scritta del primo contatto, anche breve. Anche solo per noi 2.

Per questo, quando arriva un audio, rispondo con un messaggio educato e una richiesta: ""Mi puoi scrivere 3 righe via mail? Mi aiutano a leggere meglio il progetto."" Funziona. Quasi sempre.

Hai un progetto? Scrivimi. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/2-mar-7-19-reactive-mail-morta/out/reactive.png","","","","","","","",""
"2026-07-08 13:00","Ho fatto un conto un anno fa. Su un progetto medio di 6 mesi, i primi 7 giorni rappresentano il 10 % del tempo totale. Ma decidono quasi sempre il 90% della qualità del lavoro finale.

Quello che imposti in quei 7 giorni — il tipo di domande che fai, il documento di sintesi che produci dopo la call, l'allineamento sul perché del progetto — diventa l'impalcatura su cui tutto il resto si appoggia. Non si può ricostruire dopo, e si vede.

Per questo non rispondo mai subito a una prima mail. Per questo trascrivo ogni call. Per questo mando una mail di sintesi prima del preventivo. Sono gesti che sembrano lenti dall'esterno e che invece comprano i mesi successivi a un prezzo basso.

7 giorni di ascolto, 6 mesi di lavoro buono. È il rapporto tempo-resa più alto del mestiere.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/3-mer-8-13-hero-primi-sette-giorni/out/hero.png","","","","","","","",""
"2026-07-08 19:30","Le call vengono bene se sono preparate. Le call escono male se sono improvvisate. È un esercizio di rispetto verso il cliente, non solo verso sé stessi.

Prima di ogni mood call faccio 40 minuti di preparazione per 40 minuti di chiamata. Apro la mail iniziale del cliente, leggo le sue risposte ai miei messaggi, apro il suo sito se ce l'ha. Poi prendo una nota vuota e scrivo 7 domande in ordine.

Le 7 domande coprono lo stesso terreno ogni volta — perché ora, chi parla a chi, dove cerca, quando vuole, come si pensa di muoversi, quanto budget di scoperta c'è, cosa rimane senza il sito. Cambia il modo in cui le formulo a seconda del cliente, non l'ossatura.

A quel punto apro Zoom con i suoi documenti aperti su un secondo monitor, le 7 domande sul primo, registratore pronto. Quando il cliente entra, mi conosco abbastanza il suo mondo da non fargli ripetere cose ovvie.

Quaranta minuti per 40 minuti. È il rapporto uno-a-uno che fa funzionare il primo contatto.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/3-mer-8-19-bts-mood-call/out/bts.png","","","","","","","",""
"2026-07-09 19:30","Registro ogni call con consenso del cliente. Il giorno dopo, mai lo stesso giorno, la riascolto in 2 passaggi e scrivo un documento di 2 pagine.

Il primo passaggio è fluido: ascolto tutto, prendo solo appunti grossolani, sento di nuovo il tono e le pause. Il secondo è chirurgico: torno indietro su 3 o 4 punti precisi, scrivo le frasi esatte, segno le contraddizioni.

Il documento finale non è un riassunto. Sarebbe inutile. È fatto di 3 parti: punti decisionali (cose su cui il cliente ha già deciso, anche senza saperlo), contraddizioni (cose dette in 2 modi opposti durante la call), cose dette tra le righe (sottintesi che pesano più delle dichiarazioni esplicite).

Costa 90 minuti. Vale 2 call: la seconda call diventa inutile, e la terza nemmeno la propongo. Vado dritto al preventivo. Il cliente sente di essere stato ascoltato in un modo che è raro — e di solito è già pronto a firmare.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/4-gio-9-19-metodo-trascrizione/out/metodo.png","","","","","","","",""
"2026-07-10 13:00","7 giorni separano una prima mail da un progetto firmato. Sembrano pochi, ma decidono quasi tutto.

Il giorno zero la mail arriva e non rispondo. Aspetto qualche ora, leggo con il metodo dei 5 segnali. Se passa, il giorno dopo invio una risposta in 3 paragrafi: ho letto, 2-3 domande, proposta di una call.

Tra il secondo e il terzo giorno misuro il tempo di risposta del cliente. Sotto le 24 ore è un buon segnale. Oltre i 5 giorni, ricalibro le aspettative.

Il terzo giorno mood call di 45 minuti, divisa in 5 blocchi: perché ora, chi parla a chi, cosa rimane senza il sito, tempi e decisore, budget di scoperta.

Il quarto giorno trascrivo. Non un riassunto — un documento di 2 pagine con i punti decisionali, le contraddizioni, le cose dette tra le righe. La trascrizione vale 2 call.

Il quinto giorno invio una mail di sintesi: cosa ho capito, cosa mi serve ancora sapere, proposta di prossimo passo. Il sesto-settimo giorno arriva il preventivo. Mai prima.

7 giorni di ascolto comprano 6 mesi di lavoro buono. È uno dei rapporti tempo-resa più alti del mestiere.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-07.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-08.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-09.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-13-caso-studio-mail-diventata-sito/out/slide-10.png","","","","","","","",""
"2026-07-10 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@00cb5676d413fc52f7b7bb47eca31559e74c8b84/instagram/content/settimana-08-lug-2026/5-ven-10-16-frame/out/frame.png","","","","","","","",""
