"Date - Intl. format or prompt","Text","Link(s) - Separated by comma for FB carousels","Media URL(s) - Separated by comma","Title - For the video, pin, PDF ..","Label(s) - Separated by comma","Alt text(s) - Separated by ||","Comment(s) - Separated by ||","Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..","CTA - For Facebook links or Google","Reminder - For stories, reels, shorts, and TikToks"
"2026-07-13 08:30","Domande.

5 domande di discovery che nessuno fa.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-08-morning-domande/out/morning.png","","","","","","","",""
"2026-07-13 13:00","La maggior parte dei brief di discovery che vedo in giro contiene le stesse 10 domande. Qual è il target, qual è il tono di voce, quali i competitor, quali le funzionalità desiderate. Tutto necessario, niente sufficiente.

Le 5 domande che faccio io sono diverse. Le ho costruite negli anni, dopo aver capito che le risposte ai brief standard non spostano davvero il progetto.

Cosa rimane se togliamo il sito. Misura se il sito è strumento o trofeo.
Chi vince se il sito non viene fatto. Estrae resistenze interne che nessuno dichiara spontaneamente.
Quale frase vorresti leggere sul tuo sito tra 3 anni. Sposta il focus dal vendere al diventare.
Cosa farai col sito che non puoi fare ora. Distingue il cosmetico dallo strumentale.
Chi nella tua azienda non vorrebbe questo cambiamento. Rivela il conflitto interno prima che esploda al sessantesimo giorno.

Non sono domande da brief. Sono domande da conversazione. Si fanno a voce, lasciando rispondere senza correggere, segnando le pause più delle risposte.

2 ore di discovery fatta così si pagano da sole nei 2 mesi successivi del progetto.

Hai un progetto da raccontarmi? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-13-educational-cinque-domande-discovery/out/slide-07.png","","","","","","","",""
"2026-07-13 19:30","Si può disegnare un sito senza capire davvero cosa serve. Capita ogni giorno. Esce qualcosa di bello, pulito, anche premiato negli award. Ma è il disegno di un'altra cosa rispetto a quella che il cliente aveva bisogno di ottenere.

Quando salti la discovery, disegni quello che pensi sia il progetto. Quello che hai immaginato leggendo la prima mail, intuito dal sito del competitor, ricostruito dalla call di 30 minuti. Tutto materiale, niente solido. E il design uscito da materiale non solido si vede, anche se non si sa nominare.

La discovery non rallenta il lavoro. Lo mette a fuoco. Sembrano 2 cose simili e sono il contrario: rallentare aggiunge tempo, mettere a fuoco lo toglie — perché impedisce le riscritture, i cambi di rotta al sessantesimo giorno, le riunioni in cui qualcuno dice ""non era questo quello che avevamo in mente"".

Disegnare senza capire è artigianato cieco. Si può fare. Costa sempre 3 volte tanto.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/1-lun-13-19-manifesto-disegnare-cieco/out/manifesto.png","","","","","","","",""
"2026-07-14 08:30","Metà.

La discovery è la metà del progetto.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/2-mar-14-08-morning-meta/out/morning.png","","","","","","","",""
"2026-07-14 13:00","Per metà del progetto non sta uscendo niente di visibile. Niente Figma, niente moodboard, niente schermata da mostrare al capo a fine giornata. Per uno che osserva da fuori, sembra che non stia accadendo nulla.

Eppure è il momento più denso. La discovery è dove un'idea diventa progettabile: dove le intuizioni si trasformano in vincoli, le ipotesi in domande, le richieste vaghe in 3 messaggi precisi. Prima sei nel mondo dell'immaginazione. Dopo sei nel mondo dell'artigianato.

Quando un cliente capisce questo, smette di chiedere ""quando vedo il design"" e comincia a chiedere ""quando vedo il documento"". È un salto culturale, e lo facciamo insieme — di solito al giorno 5, di solito davanti alla mappatura dei concorrenti.

La discovery è la metà del progetto. È invisibile, ma decide tutto.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/2-mar-14-13-pillola-discovery-meta-progetto/out/pillola.png","","","","","","","",""
"2026-07-14 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/2-mar-14-16-frame/out/frame.png","","","","","","","",""
"2026-07-14 19:30","Mi capita ogni volta più spesso: il cliente mi manda un brief Notion compilato per intero — 15 sezioni, 4 pagine, tutte le caselle riempite. Mi dice: ""Ecco, così risparmiamo la discovery"".

Non funziona così. Il brief auto-compilato è utile per partire — mi dà un'idea di come il cliente pensa al proprio progetto. Ma è la versione che il cliente racconta a se stesso, non quella che emerge facendo le domande giuste in una conversazione vera.

Il brief è la cornice del problema. La discovery è capire perché il problema esiste. Sono 2 cose diverse, fatte in 2 momenti diversi.

Quando il cliente arriva col brief compilato, lo leggo con cura e poi gli propongo comunque la mood call. La call dura 40 minuti. Quasi sempre al minuto 10 salta fuori qualcosa che non era nel brief — e quel qualcosa è la metà del progetto vero.

Non sto rifiutando lo strumento. Sto dicendo che lo strumento non sostituisce la conversazione.

Hai un progetto? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/2-mar-14-19-reactive-brief-autocompilato/out/reactive.png","","","","","","","",""
"2026-07-15 08:30","Vertigine.

La domanda giusta dà vertigini.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/3-mer-15-08-morning-vertigine/out/morning.png","","","","","","","",""
"2026-07-15 13:00","Quasi tutte le informazioni che servono a progettare un sito esistono già, dentro l'azienda. Sono nei reparti, nelle conversazioni di corridoio, nei vecchi documenti, nelle frustrazioni che nessuno ha mai messo a verbale.

Sembrano nascoste, ma non lo sono davvero. Sono sepolte sotto un'unica cosa: la convenzione di non chiederle. Il decisore dà per scontato che certe cose io le possa ""intuire"". Io do per scontato che non le possa intuire affatto. Il punto di incontro è la domanda — formulata bene, fatta a voce, lasciata respirare.

Per questo la discovery non è un'aggiunta. È metà del progetto. Quello che non si chiede non si trova mai per caso — lo trovi solo se hai costruito il momento e lo spazio in cui possa emergere.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/3-mer-15-13-hero-non-si-chiede/out/hero.png","","","","","","","",""
"2026-07-15 19:30","Il documento di discovery è il documento più importante del progetto. Più della spec tecnica, più del contratto economico, più dei wireframe. Eppure è lungo solo 3 pagine.

3 pagine non per pigrizia, ma per disciplina. Se non riesco a sintetizzare in 3 pagine, vuol dire che non ho ancora capito abbastanza. La discovery non finisce — e non si firma niente.

Pagina 1: chi parla a chi. Posizionamento dell'azienda, audience principale, tono di voce, archetipo che vogliamo evocare. Una pagina, frasi nette.

Pagina 2: cosa diciamo. I 4-5 messaggi chiave del sito, in ordine di importanza, ognuno con 2 righe di motivazione. Niente headline finali — quelle arrivano dopo. Solo direzione.

Pagina 3: cosa misuriamo. 3-4 indicatori concreti che useremo nei primi 90 giorni post-lancio. Devono essere misurabili senza ambiguità — niente ""engagement"" o ""brand awareness"".

Più di 3 pagine, il cliente non lo legge. Meno, manca qualcosa di importante. 3 è l'equilibrio.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/3-mer-15-19-bts-documento-discovery/out/bts.png","","","","","","","",""
"2026-07-16 08:30","3.

3 artefatti dopo ogni discovery.

pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@25261b8546531e025e226a73e47a9c5e8e43ca8d/instagram/content/settimana-09-lug-2026/4-gio-16-08-morning-tre-artefatti/out/morning.png","","","","","","","",""
