"Date - Intl. format or prompt","Text","Link(s) - Separated by comma for FB carousels","Media URL(s) - Separated by comma","Title - For the video, pin, PDF ..","Label(s) - Separated by comma","Alt text(s) - Separated by ||","Comment(s) - Separated by ||","Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..","CTA - For Facebook links or Google","Reminder - For stories, reels, shorts, and TikToks"
"2026-06-22 13:00","C'è un momento in cui aggiornare un sito smette di funzionare. Lo riconosci da 5 segnali messi insieme: lo stack è vecchio, non puoi cambiare nulla da solo, le pagine si sono accumulate, su mobile va a pezzi, il sito non ti rappresenta più.

2 segnali su 5 si patchano. 3 o più, no — è rifacimento.

Spesso il cliente arriva chiedendomi un restyling. Apro il sito e conto. Se sono 3, glielo dico subito: non è un restyling, è un sito nuovo. Costa di più all'inizio. Costa molto meno nei 2 anni dopo.

Hai un sito che mostra questi segnali? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-13-educational-cinque-segnali/out/slide-07.png","","","","","","","",""
"2026-06-22 19:30","Rifare un sito spaventa perché la parola suona come ricominciare. Ma rifare e ricominciare non sono la stessa cosa.

Ricominciare è buttare via tutto. Rifare è riscrivere quello che già sai fare con una base nuova. Il sito nuovo eredita: contenuti che funzionano, gerarchia che ha senso, asset che hai pagato negli anni. Si rifà la base tecnica, non l'identità.

Quando lo propongo al cliente la prima volta, vedo le spalle che si abbassano. La paura di rifare è la paura di perdere — non si perde niente di quello che conta. Si perde solo quello che non funzionava già.

Hai un sito da rimettere in piedi senza buttarlo via? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/1-lun-22-19-manifesto-ricominciare/out/manifesto.png","","","","","","","",""
"2026-06-23 13:00","Il sito che hai oggi è la risposta a una domanda che ti sei fatto 3 anni fa. La domanda è cambiata, il sito no.

Capita a tutti: lavori per costruire qualcosa, ci metti tempo, lo metti online. Poi tu cresci, l'offerta si affina, i clienti cambiano. Il sito però resta lì — fermo nella versione di te che si è cristallizzata il giorno del lancio.

Non è che il sito è ""vecchio"". È che tu non sei più quello a cui parlava.

Un sito che resta fermo ti tiene fermo. Non perché il design sia datato, ma perché ogni volta che lo mandi a un cliente nuovo, mandi un te di 3 anni fa.

Hai un sito che parla di chi sei diventato? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/2-mar-23-13-pillola-sito-che-serve/out/pillola.png","","","","","","","",""
"2026-06-23 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/2-mar-23-16-frame/out/frame.png","","","","","","","",""
"2026-06-23 19:30","Mi capita una volta al mese: cliente che apre la call dicendo ""ho un sito vecchio, vorrei cambiarlo"". Chiedo perché. La risposta 9 volte su 10 è ""non mi piace più"".

""Non mi piace più"" non è un motivo per rifare un sito. È un motivo per cambiare un divano.

Si rifà quando i numeri del sito vecchio non tornano più. Conversioni scese, traffico crollato, bounce alle stelle, lead che non arrivano. Sono questi i segnali. La grafica che invecchia è l'ultimo dei problemi — e se è l'unico, allora è un capriccio.

Cambiare per cambiare costa 3-4 volte tanto un restyling e produce lo stesso lavoro. Te lo dico prima, anche se vuol dire perdere il progetto.

Hai un sito che ti chiede di rifare? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/2-mar-23-19-reactive-cambiare-vecchio/out/reactive.png","","","","","","","",""
"2026-06-24 13:00","Un sito non si rompe quasi mai di colpo. Invecchia. Lentamente. E quello che invecchia male racconta una storia diversa da quella che vorresti.

Tipografia che era moderna nel 2022. Layout pensato per monitor 1280px. Posizionamento che oggi non corrisponde più a quello che fai. 3 anni dopo, è ancora lui — ma tu non sei più lui.

L'invecchiamento male di un sito non si vede dall'esterno. Lo vedi solo tu, ogni volta che apri la homepage e ti senti distante. È quello il primo segnale: non la velocità, non il design. La distanza.

Hai un sito che parla di chi eri? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/3-mer-24-13-hero-invecchia-male/out/hero.png","","","","","","","",""
"2026-06-24 19:30","Quando un cliente mi chiede un preventivo per ""rifare il sito"", non rispondo subito. Apro 4 tab.

La prima è Lighthouse: performance, accessibilità, SEO tecnico. 10 minuti di scroll dei warning.
La seconda è Wayback Machine: come era il sito 3 anni fa, 2, 1. Si vede subito cosa è cambiato e cosa no.
La terza è Search Console del cliente, se ce l'ha. Vedo cosa sta già funzionando su Google e cosa è a un passo dal funzionare.
La quarta è il file dello stack — package.json, dipendenze, framework. Capisco se si patcha o si butta.

Quaranta minuti, 4 tab. Solo dopo apro il documento del preventivo. La diagnosi viene prima della cifra — sempre.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/3-mer-24-19-bts-audit-pre-rifacimento/out/bts.png","","","","","","","",""
"2026-06-25 19:30","7 siti su 10 che il cliente vuole rifare si salvano togliendo. Pagine inutili, sezioni doppie, voci di menù che nessuno apre da mesi, paragrafi scritti per essere completi e non per essere letti.

Togli, non aggiungere. È la prima cosa che provo prima di qualsiasi preventivo di rifacimento. Costa al cliente il 10 % di un sito nuovo. Cambia il 90% dei problemi.

Non sempre basta. Negli altri 3 casi su 10 tocca rifare davvero. Ma il primo intervento è sempre togliere — perché ti dice cosa il sito sta davvero facendo, non quello che credevi facesse.

Hai un sito troppo pieno? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/4-gio-25-19-metodo-togliere/out/metodo.png","","","","","","","",""
"2026-06-26 13:00","Quando un cliente arriva chiedendo un restyling, la prima cosa che faccio è non rispondere subito. Apro Lighthouse, leggo lo stack, conto le pagine. Conto i segnali — non le emozioni.

Sotto i 3 segnali, si patcha. Sopra i 3, è rifacimento. È una regola asciutta che mi sono dato negli anni: toglie l'emotività dalla decisione e la sposta sui numeri.

La parola ""rifare"" la propongo io, mai il cliente. Nella seconda call, a voce, condividendo lo schermo. La diagnosi è mia, la decisione finale resta sua: gli lascio lo spazio per scegliere senza spingere.

Mostro sempre 2 preventivi affiancati — patch al 30%, rifacimento al 100. Tempi, costo, vita utile. Il cliente sceglie con 2 numeri davanti, non con uno solo.

Rifare costa 3-4 volte tanto. Ma compra 5 anni di vita invece di 1 o 2. Il conto si fa sul lungo.

Hai un'idea? Parliamone. pionio.it","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-01.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-02.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-03.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-04.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-05.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-06.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-07.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-08.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-09.png,https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-13-caso-studio-rifacciamolo/out/slide-10.png","","","","","","","",""
"2026-06-26 16:00","—","","https://cdn.jsdelivr.net/gh/gittertothemoon/Pionio_Portfolio@dabf95d9cbc042221d0cf908f8f1974ad23203eb/instagram/content/settimana-06-giu-2026/5-ven-26-16-frame/out/frame.png","","","","","","","",""
